Id. de la fila,Id. del pedido,Fecha de pedido,Fecha del enví,Método de env�,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Regi�,Regió,Id. del producto,Categorí,Subcategorí,Nombre del producto,Ventas,Cantidad,Descuento,Ganancia
2821,MX-2021-156566,26/01/2021,22/01/2021,Estánda,49376651,Eulalia Márque,Cliente,Arraijá,Panam�,Panam�,Centro,MOB-SI-10001938,Mobiliario,Sillas,"Harbour Creations Sillón, Roj",11366.64,6,0.4,-2842.56
7629,MX-2021-140823,27/01/2021,23/01/2021,Estánda,79825874,Laia Batista,Pequeña empres,San Luis Potos�,San Luis Potos�,Méxic,Norte,MAT-AL-10002606,Material de oficina,Almacenamiento,"Rogers Archivador móvil, Azu",3776,4,0,37.6
7630,MX-2021-140823,27/01/2021,23/01/2021,Estánda,79825874,Laia Batista,Pequeña empres,San Luis Potos�,San Luis Potos�,Méxic,Norte,TEC-MÁ-1000191,Tecnologí,Máquina,"Epson Inyección de tinta, Blanc",12265.2,6,0,2329.2
86,MX-2021-165925,28/01/2021,23/01/2021,Estánda,76374053,Camilo Almaraz,Cliente,Tuxtla Gutiérre,Chiapas,Méxic,Norte,MAT-PA-10002682,Material de oficina,Papel,"Green Bar Recordadores, Multicolor",367.2,3,0,102.6
10074,US-2021-117121,28/01/2021,23/01/2021,Estánda,76374053,Camilo Almaraz,Cliente,Presidente Dutra,Maranhã,Brasil,Sur,MAT-PA-10004143,Material de oficina,Papel,"Green Bar Recordadores, Multicolor",146.88,3,0.6,-117.72
6401,MX-2021-129168,28/01/2021,24/01/2021,Estánda,59835375,Constantina Sepúlved,Cliente,Villa Nueva,Guatemala,Guatemala,Centro,MAT-SO-10002541,Material de oficina,Sobres,"Cameo Cierre adhesivo, Rojo",327.2,2,0,81.6
6400,MX-2021-129168,28/01/2021,24/01/2021,Estánda,59835375,Constantina Sepúlved,Cliente,Villa Nueva,Guatemala,Guatemala,Centro,TEC-TE-10004082,Tecnologí,Teléfono,"Apple Teléfono de oficina, Tamaños variad",2271,5,0,1112
4835,MX-2021-166688,29/01/2021,24/01/2021,Rápid,49144522,Crístofer May,Pequeña empres,Mejicanos,San Salvador,El Salvador,Centro,MAT-SU-10002064,Material de oficina,Suministros,"Fiskars Regla, Azul",288.6,3,0,77.4
5311,US-2021-152744,30/01/2021,25/01/2021,Rápid,20734552,Marta Manzanares,Empresa,Monterrey,Nuevo Leó,Méxic,Norte,MOB-SI-10000776,Mobiliario,Sillas,"Hon Sillón, Negr",9700.48,4,0.2,-364.32
6854,MX-2021-138317,31/01/2021,29/01/2021,Urgente,54266326,Anabel Caraballo,Pequeña empres,São Paul,São Paul,Brasil,Sur,TEC-TE-10002629,Tecnologí,Teléfono,"Samsung Auriculares, Al por mayor",488.6,1,0,171
6853,MX-2021-138317,31/01/2021,29/01/2021,Urgente,54266326,Anabel Caraballo,Pequeña empres,São Paul,São Paul,Brasil,Sur,MAT-ET-10002367,Material de oficina,Etiquetas,"Harbour Creations Etiquetas redondas, Rojo",131.4,3,0,46.8
1640,MX-2021-153584,1/02/2021,25/01/2021,Estánda,48027880,Isabel Coronado,Empresa,Santa Clara,Villa Clara,Cuba,Caribe,MOB-SI-10004718,Mobiliario,Sillas,"SAFCO Sillón, Ajustabl",9278.4,3,0,3525.6
8075,MX-2021-132444,3/02/2021,28/01/2021,Estánda,45976238,Nicole Argüell,Cliente,Manzanillo,Colima,Méxic,Norte,TEC-AC-10003946,Tecnologí,Accesorios,"Belkin Teclado, Blanco",3812.2,7,0,1752.8
9330,MX-2021-166814,3/02/2021,29/01/2021,Estánda,47268247,Felipe Olivera,Cliente,Ciudad Juáre,Chihuahua,Méxic,Norte,MAT-AL-10003416,Material de oficina,Almacenamiento,"Fellowes Caja, Azul",918.4,7,0,348.6
9329,MX-2021-166814,3/02/2021,29/01/2021,Estánda,47268247,Felipe Olivera,Cliente,Ciudad Juáre,Chihuahua,Méxic,Norte,MAT-SU-10000999,Material de oficina,Suministros,"Fiskars Tijeras, Industrial",165.2,1,0,42.8
6742,MX-2021-120165,4/02/2021,31/01/2021,Estánda,27428088,�scar Armend�riz,Cliente,Milpa Alta,Distrito Federal,Méxic,Norte,MOB-MO-10003614,Mobiliario,Mobiliario,"Rubvermaid Reloj, Negro",802.56,4,0.4,120.16
6740,MX-2021-120165,4/02/2021,31/01/2021,Estánda,27428088,�scar Armend�riz,Cliente,Milpa Alta,Distrito Federal,Méxic,Norte,MAT-AL-10004185,Material de oficina,Almacenamiento,"Fellowes Caja, Industrial",134.4,1,0,13.4
6741,MX-2021-120165,4/02/2021,31/01/2021,Estánda,27428088,�scar Armend�riz,Cliente,Milpa Alta,Distrito Federal,Méxic,Norte,MAT-AL-10002234,Material de oficina,Almacenamiento,"Tenex Estanterías, Azu",1093.2,3,0,130.8
7434,MX-2021-147599,4/02/2021,1/02/2021,Urgente,97757688,Cipriano Lucero,Cliente,San Cristóbal de Las Casa,Chiapas,Méxic,Norte,MAT-GR-10002864,Material de oficina,Grapas,"Advantus Pasadores, Paquete de 12",277.2,3,0,88.2
7433,MX-2021-147599,4/02/2021,1/02/2021,Urgente,97757688,Cipriano Lucero,Cliente,San Cristóbal de Las Casa,Chiapas,Méxic,Norte,MOB-SI-10004976,Mobiliario,Sillas,"Hon Taburete, Negro",2579.52,3,0.2,225.12
4675,MX-2021-160724,5/02/2021,29/01/2021,Estánda,58734295,Constantino Padilla,Pequeña empres,Soyapango,San Salvador,El Salvador,Centro,MOB-SI-10000131,Mobiliario,Sillas,"Hon Silla de playa, Ajustable",317.6,1,0,73
3620,MX-2021-165841,5/02/2021,31/01/2021,Estánda,89154331,Tomás Arredond,Cliente,San Salvador,San Salvador,El Salvador,Centro,MAT-SO-10001330,Material de oficina,Sobres,"Cameo Sobre de hebilla, 50",253.6,4,0,121.6
6577,MX-2021-143924,6/02/2021,1/02/2021,Rápid,82776487,Manila Roque,Cliente,David,Chiriqu�,Panam�,Centro,MOB-SI-10000485,Mobiliario,Sillas,"Novimex Estora, 2",468.72,2,0.4,46.72
6578,MX-2021-143924,6/02/2021,1/02/2021,Rápid,82776487,Manila Roque,Cliente,David,Chiriqu�,Panam�,Centro,MAT-AL-10002190,Material de oficina,Almacenamiento,"Tenex Casilleros, Metal",2438.64,3,0.4,-1422.96
6579,MX-2021-143924,6/02/2021,1/02/2021,Rápid,82776487,Manila Roque,Cliente,David,Chiriqu�,Panam�,Centro,TEC-AC-10003789,Tecnologí,Accesorios,"Memorex Memoria USB, Económic",705.6,6,0.4,-224.4
4003,MX-2021-154466,6/02/2021,4/02/2021,Urgente,36946450,Adela Blanco,Pequeña empres,Bayamo,Granma,Cuba,Caribe,MAT-SO-10003115,Material de oficina,Sobres,"Ames Sobre de tipo Manila, Plateado",541.8,3,0,81
4002,MX-2021-154466,6/02/2021,4/02/2021,Urgente,36946450,Adela Blanco,Pequeña empres,Bayamo,Granma,Cuba,Caribe,MAT-AL-10001458,Material de oficina,Almacenamiento,"Smead Bandejas, Azul",323.2,1,0,142.2
2446,US-2021-141719,7/02/2021,2/02/2021,Estánda,87387952,Hugo Tomá,Cliente,San Miguelito,Panam�,Panam�,Centro,MAT-AR-10000895,Material de oficina,Arte,"Sanford Sacapuntas, Metal",216.72,2,0.4,-18.08
2448,US-2021-141719,7/02/2021,2/02/2021,Estánda,87387952,Hugo Tomá,Cliente,San Miguelito,Panam�,Panam�,Centro,MAT-AL-10004000,Material de oficina,Almacenamiento,"Rogers Bandejas, Metal",972,4,0.4,-388.8
2447,US-2021-141719,7/02/2021,2/02/2021,Estánda,87387952,Hugo Tomá,Cliente,San Miguelito,Panam�,Panam�,Centro,MAT-SU-10004093,Material de oficina,Suministros,"Elite Cúter, Industria",292.08,2,0.4,-97.52
9563,MX-2021-167402,7/02/2021,4/02/2021,Urgente,58644396,Ofelia Maya,Pequeña empres,Milpa Alta,Distrito Federal,Méxic,Norte,TEC-TE-10004222,Tecnologí,Teléfono,"Nokia Teléfono inteligente, Tamaño comple",3318.4,4,0,232
2284,MX-2021-151449,9/02/2021,5/02/2021,Estánda,40567568,Tania Naranjo,Cliente,La Ceiba,Atlántid,Honduras,Centro,MOB-SI-10004799,Mobiliario,Sillas,"SAFCO Silla de playa, 2",413.52,2,0.4,61.92
1417,MX-2021-125220,9/02/2021,5/02/2021,Estánda,75946196,Hortensia Quiñone,Cliente,Cojutepeque,Cuscatlá,El Salvador,Centro,MAT-CA-10002437,Material de oficina,Carpetas,"Cardinal Separadores, Económic",96.8,2,0,44.4
2383,MX-2021-117352,9/02/2021,5/02/2021,Rápid,82537786,Aída Vél,Cliente,Mixco,Guatemala,Guatemala,Centro,TEC-TE-10000677,Tecnologí,Teléfono,"Nokia Cargador, Tamaños variado",29815.8,7,0,11925.2
6506,MX-2021-155306,11/02/2021,5/02/2021,Estánda,36174491,Samuel Alemá,Cliente,Nicolás Romer,Méxic,Méxic,Norte,MOB-SI-10002564,Mobiliario,Sillas,"Novimex Silla plegable, Negro",1702.4,4,0.2,532
5710,MX-2021-144813,11/02/2021,5/02/2021,Estánda,72096757,Ania Gáme,Empresa,Anápoli,Goiá,Brasil,Sur,MOB-SI-10001844,Mobiliario,Sillas,"Office Star Estora, Ajustable",2732.4,6,0,627.6
8473,MX-2021-105872,11/02/2021,7/02/2021,Estánda,67835257,Cornelio Sauceda,Cliente,Quetzaltenango,Quezaltenango,Guatemala,Centro,TEC-AC-10002497,Tecnologí,Accesorios,"Enermax Ratón, Negr",810,3,0,178.2
8472,MX-2021-105872,11/02/2021,7/02/2021,Estánda,67835257,Cornelio Sauceda,Cliente,Quetzaltenango,Quezaltenango,Guatemala,Centro,MAT-CA-10004637,Material de oficina,Carpetas,"Avery Cubierta de carpeta, Económic",73.8,1,0,8.8
8118,MX-2021-156867,11/02/2021,7/02/2021,Rápid,92854857,Noa Leó,Cliente,Iguala de la Independencia,Guerrero,Méxic,Norte,MOB-LI-10004334,Mobiliario,Librería,"Safco Librería clásica, Met",18671.36,8,0.2,-935.04
8117,MX-2021-156867,11/02/2021,7/02/2021,Rápid,92854857,Noa Leó,Cliente,Iguala de la Independencia,Guerrero,Méxic,Norte,MAT-AR-10000923,Material de oficina,Arte,"Stanley Bolígrafos, Al por mayo",137.6,2,0,61.6
915,MX-2021-107699,12/02/2021,8/02/2021,Estánda,55267527,Homero Elizondo,Empresa,Zapopan,Jalisco,Méxic,Norte,TEC-TE-10001364,Tecnologí,Teléfono,"Cisco Base de audio, Tamaños variado",6164,5,0,431
5253,MX-2021-124772,14/02/2021,7/02/2021,Estánda,94747774,Isidoro Muño,Empresa,Milpa Alta,Distrito Federal,Méxic,Norte,MAT-SU-10003623,Material de oficina,Suministros,"Fiskars Cizallas, Industrial",1642,5,0,821
2185,US-2021-161830,14/02/2021,11/02/2021,Urgente,81626473,Delia Miramontes,Cliente,Coló,Coló,Panam�,Centro,MAT-SU-10001433,Material de oficina,Suministros,"Kleencut Cúter, Acer",272.4,2,0.4,-22.8
8624,MX-2021-115518,15/02/2021,11/02/2021,Estánda,68644980,Lara Cant�,Empresa,Nueva Gerona,Isla de la Juventud,Cuba,Caribe,MAT-PA-10000553,Material de oficina,Papel,"SanDisk Agenda, Premium",476.4,3,0,152.4
